@relation synthetic1
@attribute x real
@attribute y real
@attribute class {1,2}
@data
 0.17, 1.60,1
-1.03, 2.00,1
-0.04,-1.65,1
 0.10,-0.42,1
 1.95, 0.85,1
-1.75, 1.56,1
 0.33,-0.39,1
 1.12,-1.94,1
-0.43,-1.17,1
-1.69, 1.51,1
 1.55,-0.90,1
-0.30,-0.30,1
 0.40, 1.01,1
 1.70, 1.82,1
-0.24,-0.69,1
-0.96,-0.03,1
-0.00,-0.42,1
 1.91, 1.62,1
 0.29, 0.19,1
 1.89, 1.76,1
-1.73, 1.00,1
 1.85,-0.61,1
 0.01, 1.54,1
-0.19, 0.70,1
 0.59,-1.69,1
 0.20, 1.94,1
-0.81,-1.68,1
 0.79,-0.30,1
 0.24, 1.80,1
-1.55, 1.83,1
-0.29,-1.33,1
 0.43, 1.62,1
 0.03,-1.69,1
-1.38, 1.92,1
 0.03, 0.36,1
-1.22,-1.76,1
-0.53, 1.64,1
 1.07, 0.15,1
 0.07, 0.65,1
-1.63,-1.42,1
-1.62,-0.25,1
 0.75, 0.54,1
-0.18, 1.70,1
-0.29,-1.65,1
-0.78, 0.18,1
 1.94, 0.01,1
 0.30,-1.86,1
-1.69,-1.61,1
-0.79,-1.66,1
-1.96, 0.53,1
 1.78,-1.14,1
 0.54, 1.41,1
-1.74,-0.04,1
-1.26,-0.18,1
 0.10, 1.53,1
 0.29,-0.88,1
-0.86, 1.90,1
-1.21,-0.38,1
-1.52,-1.84,1
-1.86, 0.53,1
-1.96,-0.19,1
-0.48, 1.34,1
-1.27, 0.49,1
-0.02, 1.10,1
 0.35,-0.32,1
-1.75, 0.44,1
-1.62,-0.70,1
 0.40, 1.94,1
-0.21,-1.85,1
-1.98, 1.43,1
 0.35, 1.42,1
 0.42,-1.13,1
-0.00,-0.32,1
-0.30, 0.44,1
-0.52, 0.77,1
-0.31,-0.50,1
 0.29, 1.45,1
 0.14, 1.45,1
 1.78,-1.54,1
-0.76,-1.46,1
 0.37,-1.27,1
 0.45,-1.65,1
 0.11,-1.72,1
 1.60, 0.66,1
-0.13,-1.55,1
-0.99,-0.15,1
 0.05,-1.00,1
 1.04,-1.76,1
-1.98, 1.97,1
-1.47,-1.95,1
 1.08,-0.07,1
-0.70,-1.78,1
 0.20, 0.76,1
 1.81, 0.69,1
-0.40,-0.75,1
-1.74,-0.53,1
 1.54,-0.06,1
-1.37,-1.70,1
 1.74,-1.44,1
 0.08, 1.61,1
-0.13,-1.19,1
-0.49, 1.30,1
 1.99,-0.42,1
-1.81,-1.16,1
 0.48,-0.69,1
 0.75,-0.10,1
 0.70, 0.14,1
 0.87,-1.89,1
-0.89,-1.92,1
-0.21,-1.04,1
-1.42,-1.74,1
 0.29, 1.39,1
 1.53, 1.10,1
-1.73,-1.55,1
 1.35,-1.48,1
 1.77, 1.21,1
-0.25, 1.62,1
 0.26, 1.79,1
-0.97,-1.80,1
 0.35, 0.01,1
-1.50, 0.35,1
 0.86, 1.96,1
 0.13,-1.84,1
-1.16,-0.13,1
-0.43, 1.44,1
-0.30,-1.89,1
 1.01,-0.27,1
 1.61,-0.49,1
 1.48, 0.82,1
-1.50,-0.47,1
-0.35, 1.57,1
-1.91, 1.00,1
 0.65,-1.95,1
 1.04,-0.11,1
 1.84, 0.90,1
 0.00,-1.93,1
 0.41,-1.67,1
-0.24, 0.14,1
-0.84,-0.14,1
 1.10, 1.72,1
 0.87,-0.13,1
 1.47, 0.77,1
 1.10, 1.63,1
 0.48, 1.49,1
 1.78,-0.44,1
-0.44, 0.40,1
 0.05,-1.02,1
 1.05, 1.60,1
 1.80, 1.99,1
-1.63,-0.04,1
 1.58, 1.50,1
 1.42, 1.75,1
-0.54, 1.63,1
-1.54, 0.68,1
 0.62,-1.64,1
-1.72, 1.57,1
 0.42,-1.89,1
 1.41,-0.19,1
-1.10,-0.48,1
-0.66, 1.74,1
-1.07, 0.10,1
 1.72,-1.22,1
-0.08, 1.48,1
-0.75, 0.12,1
 1.66,-1.31,1
 0.03,-0.85,1
-1.12, 1.90,1
 1.14,-0.35,1
-0.84,-0.27,1
 0.09, 0.07,1
 0.46, 1.79,1
 1.40,-1.47,1
 0.71,-1.81,1
 0.32, 0.61,1
-0.14, 0.67,1
-0.69, 0.34,1
 0.45, 1.40,1
-1.83,-0.75,1
 2.00, 1.62,1
-1.92, 0.42,1
-1.49, 1.48,1
-0.74, 1.46,1
 0.20,-1.40,1
 0.23, 0.35,1
 1.59, 1.97,1
-1.84,-0.79,1
-0.58,-1.60,1
-1.55, 1.14,1
-0.45, 0.96,1
-1.44,-0.70,1
 1.80,-0.47,1
 1.82,-1.17,1
 1.41, 0.16,1
 1.43, 1.50,1
-1.60,-1.78,1
 0.00,-1.90,1
-0.36, 1.42,1
-0.51, 0.38,1
 1.88, 0.95,1
 1.18,-1.84,1
-1.47, 1.92,1
-1.42, 0.67,1
 0.52,-1.95,1
 0.95,-0.40,1
-0.20,-1.62,1
-1.41, 0.27,1
-0.22, 1.81,1
 0.81,-1.62,1
 0.33, 0.76,1
 0.20,-0.07,1
 1.70, 1.21,1
 0.11,-1.65,1
 1.95,-0.64,1
 0.85, 1.51,1
 0.09,-0.70,1
 1.79, 1.43,1
-1.35,-1.56,1
 1.77,-1.66,1
 0.14,-0.27,1
 1.97, 0.33,1
-1.90, 1.41,1
 1.76,-0.32,1
-1.27,-1.44,1
 1.80, 1.64,1
-0.51,-0.53,1
-0.62,-0.59,1
 1.71, 1.25,1
 0.08,-0.47,1
-1.76,-1.41,1
 1.72, 0.46,1
-1.60, 0.56,1
 0.93,-1.92,1
-0.98, 1.63,1
 0.14, 0.02,1
-1.37,-1.50,1
 1.97,-1.30,1
 1.75, 1.68,1
-0.77, 1.49,1
 0.02, 1.41,1
-1.56,-0.01,1
-1.09, 1.81,1
 1.41, 1.58,1
-1.94, 1.70,1
 0.26, 0.18,1
-0.60, 1.53,1
-1.55, 1.05,1
-0.05, 1.22,1
 0.41,-0.58,1
-0.65,-1.61,1
 0.78,-0.21,1
-1.10, 0.16,1
 0.85,-1.73,1
 0.54,-1.21,1
 1.23,-1.68,1
-1.20, 1.87,1
-1.51, 1.58,1
-0.92,-1.84,1
-1.47,-0.47,1
 0.44, 0.40,1
 1.07, 1.66,1
 1.46,-1.62,1
 0.50, 0.73,1
-1.57,-1.38,1
 1.88,-1.40,1
-0.20, 1.86,1
-0.32, 0.66,1
 0.66, 0.40,1
 1.61, 1.87,1
-0.28, 0.89,1
 0.63, 0.38,1
-1.78, 0.02,1
 1.37,-1.46,1
-1.66,-0.96,1
-1.42,-1.77,1
 0.74,-1.54,1
 1.83, 1.50,1
-1.90, 1.82,1
-0.15,-0.15,1
-0.66,-1.74,1
 0.33, 0.44,1
-0.71,-0.20,1
-1.95,-1.85,1
 0.50, 1.61,1
 0.26, 1.06,1
 0.07,-0.94,1
 0.43, 1.37,1
 1.59, 0.91,1
 0.13,-0.98,1
-1.61,-0.53,1
-1.68, 0.24,1
 1.87,-1.44,1
 0.72, 1.90,1
 1.91, 0.85,1
-1.99,-0.30,1
 0.64, 1.97,1
 0.28, 0.87,1
 0.58,-0.44,1
 1.29, 0.46,1
-0.04, 1.93,1
 1.91,-0.63,1
 1.86,-0.62,1
 0.93, 0.08,1
 1.85, 1.02,1
 1.83, 0.86,1
-0.62,-1.55,1
-0.92,-1.78,1
 1.68, 0.79,1
 1.78,-0.83,1
-0.45, 0.84,1
-0.92, 1.99,1
 1.45, 0.38,1
-1.20, 1.96,1
-1.37, 1.68,1
 0.41,-0.06,1
-1.83,-0.70,1
-0.51, 1.24,1
 0.72,-0.28,1
 0.12, 0.92,1
-1.63,-1.19,1
 1.99, 1.62,1
-0.99, 0.33,1
-0.28,-0.13,1
 1.61, 0.75,1
-1.51,-0.81,1
-0.22,-0.30,1
-1.23, 1.69,1
 1.67, 1.24,1
-1.62, 1.59,1
 1.47, 1.44,1
 0.17, 1.47,1
-1.79,-1.87,1
-1.33, 0.54,1
-0.54, 1.37,1
-1.51,-0.73,1
-1.56, 1.27,1
-0.10,-1.32,1
-0.37,-0.28,1
-1.96, 0.99,1
 0.13, 0.13,1
-0.52, 0.09,1
-0.10,-1.22,1
 1.19, 1.83,1
-0.46, 0.00,1
-1.30,-0.45,1
 1.78, 1.00,1
 0.26, 1.59,1
-1.20,-1.87,1
 0.05,-0.92,1
-0.61,-1.91,1
-0.42, 0.94,1
 0.87,-0.23,1
-0.67,-0.45,1
-0.52, 0.78,1
-1.92, 1.84,1
 0.35,-1.05,1
-1.78,-0.15,1
 1.50,-0.33,1
-0.17,-0.04,1
-0.29, 0.18,1
 1.29, 0.09,1
 0.05, 1.46,1
-1.86,-0.59,1
-0.18, 1.32,1
 0.24, 1.33,1
 0.06, 1.64,1
 0.44, 0.12,1
-0.92, 1.84,1
-0.48, 1.17,1
-1.03, 0.03,1
 0.98, 0.28,1
-1.82, 0.50,1
 2.00, 0.89,1
 0.28,-0.62,1
-0.51, 1.76,1
-0.37,-1.94,1
 1.29,-0.07,1
-0.16,-0.43,1
-0.15,-0.57,1
-0.34,-0.70,1
 1.96, 1.22,1
 1.00,-1.95,1
 0.24, 0.84,1
 0.01, 0.57,1
 0.40,-1.78,1
-1.46, 0.72,1
-0.18, 1.52,1
 0.99, 1.62,1
 1.60, 1.51,1
 1.77, 0.74,1
 0.76, 0.18,1
-1.60,-1.78,1
-0.23,-0.57,1
-0.42, 0.26,1
 0.84, 0.37,1
-1.90,-0.57,1
 1.68, 0.71,1
 0.01,-0.32,1
-0.22, 1.29,1
 0.28,-1.16,1
 1.76, 0.09,1
-1.77, 1.23,1
 1.88,-1.96,1
-1.06, 1.60,1
-0.86,-0.16,1
 0.93, 0.01,1
 0.65, 1.59,1
-0.34, 0.27,1
-0.78,-0.51,1
 1.71, 0.83,1
 1.89,-0.77,1
-1.48, 0.16,1
-1.67, 0.33,1
 1.85, 1.55,1
 0.54,-0.01,1
 0.68,-0.12,1
 1.76, 1.03,1
-0.66,-0.25,1
-0.23,-1.09,1
 0.26,-0.94,1
 0.51,-0.79,1
 0.42, 0.64,1
-0.66,-1.39,1
-0.41, 1.23,1
 1.89, 0.84,1
-1.45,-1.94,1
-1.51, 0.43,1
 0.38, 1.30,1
-0.13,-1.04,1
-1.47, 0.04,1
-1.93,-0.65,1
-0.37,-0.29,1
 1.12,-0.11,1
 0.44, 1.54,1
 1.96, 1.13,1
-0.52,-0.84,1
-1.83,-0.83,1
-1.44, 0.48,1
-1.77,-0.52,1
-0.10,-1.74,1
 1.79,-1.93,1
 0.53,-1.69,1
-1.06,-1.98,1
 1.81,-0.78,1
 1.88,-1.15,1
 0.54, 1.47,1
-0.94,-0.31,1
 1.47,-0.59,1
 1.54, 1.67,1
 1.29, 1.83,1
 0.06,-0.61,1
-0.58, 0.42,1
-1.78,-0.57,1
 1.16,-1.52,1
 1.23, 1.65,1
-1.36, 1.98,1
-1.73,-1.49,1
-0.06,-0.65,1
-0.05,-1.02,1
 1.85,-0.56,1
-0.47, 1.21,1
-1.54,-1.67,1
-0.00,-1.28,1
-1.73,-1.79,1
 1.87, 0.59,1
-1.90, 0.81,1
-0.47, 1.03,1
-1.16,-0.18,1
-0.79,-1.78,1
 1.33,-0.46,1
-0.40,-1.61,1
-1.87, 1.74,1
 0.39, 1.13,1
 0.15,-0.17,1
-1.56,-0.84,1
 1.67, 1.25,1
-1.56,-0.94,1
 1.41,-0.38,1
 0.20, 0.36,1
 1.94,-1.24,1
 1.62,-0.01,1
 1.84, 0.70,1
-0.23, 1.44,1
 0.64,-1.46,1
 0.12,-0.89,1
-0.09, 0.07,1
-1.63, 1.47,1
-1.25, 1.97,1
 1.62,-0.36,1
 0.79, 1.85,1
 0.13, 1.68,1
 0.28, 1.67,1
 0.39,-0.07,1
 1.38,-0.63,1
 0.18,-0.28,1
 1.59,-1.20,1
-0.68, 0.01,1
-0.39, 1.34,1
-0.02, 0.99,1
-1.16, 0.40,1
 0.15,-0.11,1
 1.96, 1.57,1
-1.75,-1.64,1
-1.67,-0.69,1
 0.06,-1.27,1
-0.75, 1.84,1
-0.10,-1.01,1
 0.24,-1.30,1
-1.08,-1.58,1
-1.54,-1.74,1
 0.38, 0.33,1
 0.33, 0.79,1
 0.94, 0.45,1
-0.35,-1.34,1
 0.41,-0.26,1
 1.28,-1.46,1
-0.46,-1.51,1
 1.34,-0.03,1
 0.40,-0.24,1
 1.77,-1.00,1
-1.83,-1.51,1
 1.51, 1.01,1
 0.55,-1.33,1
-0.23, 0.06,1
 0.80,-1.84,1
-0.75, 0.12,1
 0.19, 1.06,1
 0.56,-0.45,1
-0.16,-0.77,1
-1.72,-0.06,1
-1.54, 0.18,1
-1.14, 1.75,1
-0.33, 0.84,1
-1.70, 1.76,1
 1.79,-1.25,1
 1.59,-0.35,1
 0.38,-1.93,1
 1.80,-1.55,1
-0.47, 0.54,1
 0.59,-1.73,1
-0.94, 1.93,1
-0.36,-0.53,1
-0.42, 0.78,1
-0.33,-1.25,1
-0.96, 1.92,1
 1.90,-1.94,1
 0.55, 0.65,1
-0.71,-1.77,1
-0.49,-1.47,1
-1.65, 0.77,1
-1.00,-0.34,1
-1.58,-1.63,1
-0.30,-0.81,1
-1.39,-0.32,1
-1.44, 0.25,1
 0.81,-1.76,1
-0.45,-0.20,1
 1.57, 1.84,1
 1.69, 0.48,1
 1.08, 1.58,1
-1.52,-1.79,1
-0.29, 0.13,1
-0.41,-0.80,1
 0.41,-1.33,1
 1.56,-1.45,1
 1.85, 0.00,1
 0.13,-0.03,1
-1.51,-0.60,1
-1.36,-1.37,1
 1.68, 1.48,1
-0.45, 0.09,1
-1.51, 0.16,1
-1.61,-1.33,1
-1.84, 0.15,1
 0.25,-0.72,1
 1.38,-0.51,1
 0.17,-0.80,1
 0.06,-1.34,1
 1.97, 0.40,1
-1.97,-1.17,1
-1.80, 1.99,1
 0.25, 0.28,1
 0.43, 0.27,1
 1.85, 0.75,1
-0.71, 1.60,1
-0.52,-1.70,1
 0.60,-1.81,1
 0.97, 0.14,1
-1.76, 1.81,1
-0.34, 1.71,1
 0.26,-1.21,1
-1.96, 0.21,1
-0.75,-1.79,1
-1.44, 0.73,1
 0.62,-0.56,1
-0.25, 1.58,1
 0.37,-0.73,1
 0.30, 0.44,1
-0.77,-1.49,1
 0.34, 1.88,1
-1.70, 1.19,1
 1.73,-1.60,1
 0.17,-0.85,1
 0.40,-0.64,1
-0.69,-1.75,1
-0.17, 1.35,1
 1.22,-1.78,1
 1.01,-0.19,1
 1.57,-0.02,1
 0.58, 1.86,1
-1.71, 0.12,1
 0.63, 1.84,1
 0.54,-0.61,1
 1.80,-0.44,1
 1.47,-1.71,1
-1.54, 1.58,1
-1.41, 1.75,1
-0.13,-0.81,1
-0.60, 1.81,1
 1.56,-1.45,1
 1.74,-0.27,1
-1.76, 1.13,1
 1.67, 1.53,1
 1.57,-0.62,1
-1.17,-0.02,1
-1.35,-1.52,1
-1.15,-1.89,1
-0.58, 0.51,1
 1.37,-0.07,1
 1.35, 0.46,1
 1.87,-1.15,1
-1.94,-1.20,1
 0.02,-1.93,1
 0.63,-1.52,1
-0.83,-1.71,1
 1.58, 0.18,1
-1.52,-1.26,1
-1.38,-0.43,1
-0.80, 0.19,1
 1.66,-0.01,1
-1.03,-0.12,1
-0.40, 0.50,1
 1.73, 1.21,1
 1.77, 1.77,1
-1.59, 1.34,1
 1.59, 1.70,1
 1.41, 1.28,1
-0.00,-0.23,1
-1.86,-0.15,1
-1.46, 1.90,1
-1.45, 1.50,1
 0.60, 0.37,1
 1.67,-0.88,1
-1.27,-1.52,1
-0.07,-0.46,1
-0.73, 0.04,1
 1.20,-0.33,1
 0.05, 0.51,1
-0.17, 0.77,1
 0.41,-0.81,1
-0.45,-1.34,1
 0.73, 1.55,1
-0.66,-1.82,1
-1.54, 0.09,1
-0.03,-0.55,1
 1.81, 0.55,1
-0.59,-1.47,1
-0.39,-0.91,1
 0.20,-1.89,1
 1.22, 1.99,1
 1.63,-0.76,1
-0.23,-1.25,1
-2.00, 1.40,1
-0.67,-1.94,1
 0.58,-1.42,1
-1.99,-0.52,1
 1.75, 1.16,1
 0.83, 0.05,1
-0.24,-0.84,1
 1.95, 0.15,1
-0.80, 0.32,1
 1.71, 0.50,1
 1.99, 1.57,1
-0.14,-0.70,1
-1.65, 0.67,1
 1.56, 0.65,1
-0.00,-1.40,1
-1.95, 0.30,1
 1.52, 0.94,1
-1.79,-0.30,1
 0.24,-0.24,1
-1.95,-0.55,1
-0.95, 1.86,1
 1.95, 0.89,1
 1.73,-1.74,1
-1.70,-1.54,1
-0.05, 1.01,1
-1.98, 1.09,1
-1.76,-0.09,1
-1.08, 1.74,1
-0.20, 1.47,1
-0.08,-1.98,1
-1.28,-0.56,1
 0.28, 0.75,1
 1.48,-0.69,1
 0.14, 0.58,1
 0.32,-1.64,1
 1.71,-1.98,1
 1.47,-0.13,1
 1.48,-1.33,1
 1.38, 0.03,1
-1.94,-1.38,1
-0.39, 0.77,1
 0.50,-0.51,1
-0.29, 0.57,1
 1.59,-0.40,1
-0.17,-1.11,1
 0.17, 0.11,1
-0.26,-0.86,1
-1.16,-0.21,1
-1.25,-1.76,1
 0.44, 1.77,1
-0.42,-1.59,1
 1.59,-0.76,1
-1.92,-0.49,1
 1.72,-0.71,1
 1.85,-0.91,1
-1.93, 1.12,1
 1.77,-0.55,1
 0.39,-0.32,1
 0.15, 1.34,1
-1.31, 1.42,1
 1.83,-1.00,1
-1.96,-1.45,1
-0.66, 1.46,1
 1.16, 1.81,1
-1.94, 0.32,1
 0.59, 0.66,1
 1.84,-1.34,1
-0.49,-1.25,1
-1.62,-1.09,1
-1.93,-1.35,1
-0.13, 0.89,1
 0.10,-0.40,1
-1.36,-0.50,1
 1.62,-0.06,1
 1.40,-0.51,1
 0.38, 1.27,1
 0.78, 0.10,1
-0.17, 1.67,1
 0.17,-1.83,1
-1.83, 0.66,1
-1.49,-1.69,1
-0.35,-1.43,1
 1.32,-1.65,1
 0.55,-1.68,1
 1.89, 0.56,1
-0.54,-1.29,1
 1.30, 0.36,1
 0.25, 0.16,1
-1.75,-0.36,1
-1.97, 0.63,1
 0.51, 0.12,1
 0.26, 1.45,1
 0.18, 1.91,1
-0.22,-0.94,1
-0.31, 0.02,1
-0.92, 1.86,1
-1.64, 0.18,1
 1.23, 0.30,1
 1.60, 0.44,1
-0.24,-0.90,1
-0.97,-1.75,1
 1.21, 0.10,1
-0.09, 1.78,1
-1.35,-1.61,1
-0.08, 1.99,1
-0.25,-1.59,1
 1.45, 0.39,1
-1.98, 1.20,1
-0.37,-1.69,1
 1.79,-1.75,1
 1.84,-1.74,1
-1.99, 0.90,1
-0.49, 0.03,1
 1.47,-1.42,1
 1.21,-1.86,1
 1.98,-0.06,1
 0.13,-1.39,1
 0.03,-0.94,1
-1.88, 1.54,1
 0.28, 0.84,1
 0.44,-0.30,1
-0.01,-0.59,1
 1.24,-1.65,1
 0.68, 0.19,1
 1.49,-0.24,1
-1.90,-0.21,1
-1.43, 1.46,1
 0.83,-0.42,1
-1.65, 0.22,1
-0.91, 0.47,1
-0.42,-1.85,1
-1.58,-0.74,1
 1.42, 0.25,1
-0.94,-1.53,1
-0.29, 1.23,1
-0.27,-1.87,1
-0.08, 0.61,1
-1.01,-1.58,1
 1.33,-1.85,1
 0.26,-1.14,1
-0.39,-0.93,1
 1.98,-1.99,1
-0.19, 1.21,1
 0.04, 1.61,1
-0.01, 1.13,1
-1.44,-1.35,1
-1.13, 1.70,1
-0.38,-0.94,1
 1.42, 0.34,1
-0.02, 1.24,1
 1.02,-0.05,1
-0.42,-0.82,1
-1.70, 0.38,1
-0.43,-0.00,1
 0.50,-1.62,1
-0.91,-0.50,1
 0.09, 1.30,1
-0.50,-1.97,1
-1.86,-1.38,1
-1.76, 0.17,1
-1.79, 1.95,1
-0.40, 0.08,1
 0.05, 1.80,1
-1.39,-0.58,1
 1.34, 1.49,1
-0.64,-1.93,1
 0.12, 0.61,1
 1.37, 0.51,1
 0.57, 1.92,1
-1.79,-0.97,1
-1.47,-0.70,1
 0.11,-1.84,1
 1.12, 1.77,1
 0.53,-1.94,1
-0.01,-1.61,1
-0.30, 0.13,1
-0.70,-1.66,1
-1.43,-1.97,1
 0.31,-1.58,1
-1.25, 0.40,1
 0.89,-0.49,1
-0.02,-0.28,1
 1.46,-1.80,1
 0.00, 0.22,1
-1.48,-1.28,1
 1.52,-0.33,1
 1.29, 1.59,1
 0.37, 1.56,1
-0.65, 1.49,1
-0.73,-1.58,1
 0.43, 0.55,1
-0.13,-1.58,1
 1.22, 0.03,1
-1.44, 0.16,1
-0.56,-1.37,1
-1.95,-0.43,1
 0.38, 0.86,1
 1.05,-0.26,1
 0.15, 0.04,1
 1.72,-0.98,1
-1.44,-1.65,1
-1.39, 0.38,1
-0.22,-1.90,1
-0.23, 0.77,1
 0.33, 0.93,1
 1.77,-1.72,1
-0.10,-0.78,1
 1.92, 0.53,1
-1.53,-0.83,1
-1.92, 0.68,1
-0.12,-1.61,1
 1.51, 1.76,1
-1.24, 0.36,1
 0.50,-1.22,1
 0.32,-0.21,1
 0.28, 0.09,1
 1.34,-1.86,1
-1.63, 0.94,1
-0.00, 1.63,1
 0.88, 0.22,1
-1.79,-1.92,1
-0.94,-0.35,1
-0.19, 1.08,1
 1.22,-0.35,1
-0.95,-1.93,1
 1.92,-1.60,1
-0.23,-0.02,1
-1.92,-0.77,1
 0.64, 1.92,1
 1.84, 0.93,1
-0.12, 1.86,1
-1.77,-0.42,1
-0.85, 1.99,1
 1.49,-0.74,1
-1.07,-1.83,1
 0.31,-1.32,1
-1.64,-1.62,1
 0.60,-0.17,1
 1.55, 0.01,1
-0.66, 0.43,1
-1.15,-1.94,1
 0.95, 0.01,1
 1.38, 1.56,1
-1.63, 1.20,1
-1.61, 1.55,1
 0.70,-0.10,1
-0.60, 1.57,1
 1.56,-0.96,1
-0.43, 1.91,1
 1.16,-0.01,1
-1.08, 0.26,1
-0.13,-1.65,1
 0.44,-1.14,1
-0.19,-1.10,1
 0.40, 0.46,1
 1.38,-0.08,1
 0.51,-0.73,1
 1.47,-0.47,1
-0.11,-0.29,1
 0.81,-1.78,1
 1.13,-0.17,1
-0.97,-1.99,1
 0.28,-1.34,1
 1.65, 1.28,1
 0.46,-0.49,1
-1.56, 0.10,1
 1.35,-0.03,1
 0.88, 0.18,1
 0.22, 1.50,1
-0.30, 1.16,1
 1.40, 1.70,1
-1.75, 1.59,1
-0.27,-1.68,1
 0.08,-1.52,1
 0.33, 0.13,1
 0.18, 0.85,1
-0.02, 0.77,1
-0.24,-0.49,1
 1.52,-0.13,1
-1.81,-0.42,1
-0.46,-0.41,1
 1.55, 0.46,1
 0.09, 0.03,1
-1.61,-0.81,1
 0.11, 1.37,1
 1.55,-0.41,1
-1.01, 1.73,1
 0.69, 0.21,1
-1.75,-0.35,1
 0.55,-1.76,1
 0.69, 0.58,1
-1.96, 1.99,1
-1.78, 0.67,1
-0.25, 1.96,1
-0.62,-0.56,1
 0.37,-0.31,1
 0.08, 1.96,1
 0.98,-1.76,1
-1.86,-0.60,1
 0.27, 0.66,1
-0.04,-0.35,1
-0.25, 0.44,1
-1.13,-1.50,1
 0.03,-1.58,1
 0.38, 0.49,1
 1.77,-0.69,1
-0.29,-1.67,1
-1.84, 1.78,1
 0.58, 0.05,1
 1.45,-0.51,1
 0.56, 0.52,1
-0.34, 1.85,1
-1.46,-1.85,1
 1.89,-0.80,1
-0.93,-1.72,1
-0.65, 1.61,1
-1.46,-1.77,1
-1.18,-1.90,1
 0.61, 0.67,1
-0.22,-1.60,1
-0.23,-1.47,1
-1.49, 0.78,1
 1.88,-0.39,1
 0.41,-0.21,1
 0.35,-0.36,1
 1.78, 0.18,1
-1.53,-1.07,1
 1.97, 1.97,1
-1.06, 1.90,1
 0.17,-0.57,1
-1.94, 1.60,1
-0.34,-1.49,1
 0.55,-1.69,1
-0.28,-1.13,1
 0.34,-1.00,1
-0.96, 0.00,1
 1.99, 1.73,1
-0.41, 1.25,1
-0.10, 0.20,1
-0.51, 0.47,1
 1.76,-0.49,1
 0.02,-0.91,1
 1.76, 1.61,1
 1.94,-1.11,1
-0.57, 0.56,1
 1.33, 1.76,1
-0.23, 0.21,1
-0.08,-0.20,1
-1.91, 1.38,1
 0.99, 1.77,1
 1.15, 1.94,1
-1.53,-1.89,1
-1.78,-0.73,1
-0.35,-0.14,1
-0.35,-0.17,1
 0.96, 0.27,1
-1.73,-1.99,1
-0.47,-1.15,1
 0.43,-1.31,1
-1.19,-0.01,1
-1.62, 1.60,1
 1.43, 1.30,1
 0.20,-0.76,1
 0.11,-0.09,1
-0.40, 1.34,1
 1.36,-0.04,1
-1.13,-1.54,1
-0.73, 1.76,1
 1.53,-1.86,1
-1.73, 1.03,1
-0.20, 0.44,1
-0.80,-0.52,1
-1.95, 1.27,1
-0.72, 1.63,1
-0.26,-1.18,1
-0.52,-0.31,1
-1.98,-1.53,1
 1.06,-0.09,1
-0.82, 0.43,1
 1.37, 1.63,1
-0.47, 2.00,1
 1.42, 0.58,1
 1.12,-1.64,1
 1.66,-0.59,1
 0.65, 1.53,1
-1.27, 1.79,1
-1.70,-1.91,1
 1.95, 1.27,1
 0.06,-1.01,1
-0.15,-1.71,1
-0.21, 1.38,1
-1.52, 0.11,1
 0.56,-1.27,1
 1.43,-0.31,1
 1.84, 1.40,1
 1.71,-0.79,1
 0.39, 1.16,1
 1.80, 1.32,1
 0.45, 1.13,1
-1.64, 0.95,1
-0.06,-1.13,1
-0.95, 1.52,1
-0.51,-0.33,1
 0.52,-0.14,1
-1.59,-0.09,1
-1.57, 1.10,1
 0.95, 1.71,1
 1.24, 1.97,1
 1.95, 1.01,1
 0.27, 1.06,1
-1.13,-1.92,1
-0.97,-0.15,1
-1.99,-0.41,1
-0.10,-0.04,1
-1.81, 0.04,1
 0.71, 0.48,1
-0.20,-0.06,1
-1.96,-0.96,1
-1.34,-0.02,1
 1.46, 1.26,1
 1.97, 1.34,1
-1.40,-1.40,1
 1.73, 0.21,1
 0.93,-1.84,1
 0.98, 0.37,1
-1.13,-0.25,1
 0.09,-1.83,1
-1.80,-0.15,1
-1.84, 0.48,1
 1.68,-0.24,1
-1.88,-1.27,1
-1.42,-0.52,1
-1.47, 1.60,1
-0.47,-0.79,1
-1.44,-1.73,1
-0.30, 1.84,1
 1.88, 0.59,1
 1.91,-1.56,1
-1.91, 1.58,1
-1.75, 0.21,1
-0.39, 1.83,1
 1.84, 0.04,1
 0.54, 1.75,1
 1.35,-1.82,1
-0.63, 1.52,1
 1.09,-1.69,1
 1.94,-1.83,1
-1.46,-1.52,1
-1.85,-0.67,1
-0.49,-0.37,1
-0.71, 1.48,1
 1.88, 1.27,1
-0.09, 1.74,1
-0.46, 1.83,1
 0.42,-0.42,1
 1.61,-0.43,1
 1.64,-0.55,1
 1.56,-0.29,1
-0.18,-0.60,1
 1.89, 0.58,1
-0.18, 0.33,1
 1.12, 1.86,1
-1.65,-1.57,1
 0.49, 1.29,1
-0.26,-1.01,1
-0.08,-0.24,1
-0.70,-0.06,1
-0.93,-1.55,1
 1.48, 1.55,1
-0.05, 1.61,1
 0.56,-0.75,1
 1.30, 1.98,1
-1.92, 0.67,1
 1.56,-0.49,1
 0.63,-0.62,1
-1.51,-0.27,1
-0.14, 1.25,1
-1.91,-1.59,1
 1.39, 0.55,1
-1.89,-0.96,1
-1.00, 0.13,1
 0.50,-0.44,1
-1.68, 1.97,1
 0.59, 0.37,1
-0.04, 0.04,1
-0.12, 0.48,1
 0.65, 1.40,1
 0.13, 0.33,1
 0.66, 0.26,1
-0.57, 0.70,1
-1.83, 1.64,1
 0.89, 0.01,1
