@relation synthetic1
@attribute x real
@attribute y real
@attribute class {1,2}
@data
-1.68, 1.61,1
-1.46, 0.80,1
-0.98,-0.21,1
-1.85, 1.17,1
-1.56,-0.41,1
 0.18,-0.77,1
-0.10,-0.03,1
-1.73, 0.71,1
-1.63,-0.06,1
 0.15, 1.37,1
 1.53,-0.00,1
 0.07,-0.90,1
-0.27, 1.34,1
-1.01,-1.93,1
 0.09,-0.32,1
 0.99,-0.46,1
-0.33,-0.15,1
-0.06, 0.61,1
 1.23,-0.05,1
-1.44, 0.25,1
 0.58,-0.72,1
 1.30, 0.26,1
 1.59, 0.06,1
 1.10, 0.00,1
 0.12, 1.77,1
-1.07,-1.58,1
 0.31,-1.44,1
-0.46,-0.39,1
 1.51,-0.40,1
-1.58, 1.28,1
-1.72, 1.56,1
-0.52,-1.75,1
 0.83, 1.52,1
 0.29,-0.60,1
 0.64, 0.00,1
-0.40,-0.20,1
-0.88, 1.50,1
 0.35,-1.02,1
 0.45, 0.44,1
-1.75, 1.24,1
-1.20, 1.94,1
-1.37,-1.58,1
 1.96, 0.24,1
-1.88, 0.54,1
-0.88,-0.32,1
 0.35,-0.28,1
 0.57,-0.07,1
 0.91, 0.40,1
 0.50, 0.46,1
 0.03,-1.31,1
 0.23, 0.33,1
 1.94,-0.67,1
 1.53,-1.31,1
 1.24,-1.50,1
 0.69, 0.36,1
-1.92, 0.11,1
-0.60, 0.43,1
-0.84,-1.76,1
 0.08,-0.65,1
-1.63,-1.52,1
 0.48, 1.62,1
 0.66,-1.80,1
-1.84,-0.87,1
 1.29, 1.72,1
 0.24, 1.65,1
 0.04, 1.21,1
-1.11, 1.93,1
 0.06,-0.14,1
 0.55,-1.40,1
-1.87, 0.52,1
 0.55,-1.59,1
-0.27,-1.90,1
 1.31, 1.76,1
 0.77,-1.61,1
 0.51, 1.69,1
 0.39, 1.83,1
-1.93,-1.05,1
 1.30,-1.66,1
 1.32, 1.40,1
 0.36, 1.00,1
 1.46, 0.58,1
 1.37,-0.65,1
 1.89, 0.13,1
-1.71, 1.57,1
-1.72, 0.15,1
-0.58,-0.26,1
-0.32,-1.46,1
-0.52,-0.14,1
-1.71, 1.91,1
 0.74,-0.52,1
-0.83, 0.03,1
 1.56,-1.69,1
-0.51, 1.14,1
-0.01,-0.45,1
 1.82,-0.02,1
-1.75, 0.70,1
 1.80, 1.02,1
 1.94, 1.48,1
-1.85,-1.18,1
 1.95, 1.88,1
-0.68, 0.22,1
 0.43, 1.68,1
-1.90,-1.81,1
 0.68, 1.50,1
-0.08,-0.12,1
-1.31, 0.57,1
-1.73,-1.50,1
-1.08, 1.97,1
 0.47, 1.51,1
-0.57, 0.04,1
-0.53,-1.95,1
 0.79, 0.11,1
-1.90, 0.17,1
-1.42,-1.86,1
-0.62, 1.57,1
 0.70,-0.49,1
-0.44, 0.06,1
-0.81, 1.81,1
 0.46, 1.53,1
-0.17,-0.14,1
 1.51,-1.82,1
-0.51,-0.55,1
 1.88,-1.09,1
-0.84,-1.48,1
 1.53,-1.96,1
 1.69,-0.68,1
 0.13,-1.85,1
-0.27, 0.42,1
 1.70, 1.51,1
-0.24,-1.81,1
 1.64, 0.96,1
-0.12, 0.01,1
-1.80, 0.79,1
-1.87,-1.29,1
-1.79,-0.91,1
 0.50,-0.71,1
 1.25,-1.93,1
-0.72, 0.51,1
-0.48, 1.05,1
-0.53, 0.51,1
-1.40,-1.46,1
-1.51, 1.39,1
 1.33, 1.84,1
-0.73, 1.87,1
-1.66,-1.05,1
 0.86,-1.76,1
-1.87,-1.31,1
-1.86, 0.54,1
 1.42, 0.21,1
 1.23, 1.75,1
-0.96, 0.47,1
 1.60,-1.93,1
 0.11,-1.43,1
 0.69, 0.47,1
 0.85,-0.03,1
 1.34,-0.25,1
 0.37, 0.14,1
-1.98, 1.76,1
 0.99, 0.49,1
-0.39, 0.26,1
 0.17, 0.96,1
 1.86, 0.65,1
-0.00, 0.11,1
-1.58, 0.86,1
-0.08, 1.13,1
 0.29, 1.32,1
 1.57,-0.50,1
-1.78,-1.28,1
 0.07, 0.92,1
-1.18,-1.64,1
-1.53,-0.10,1
-0.10,-0.08,1
 1.84, 1.39,1
-0.24,-0.77,1
-0.26,-1.93,1
 1.94, 1.60,1
-1.08, 0.38,1
-0.11, 0.00,1
-1.49, 0.33,1
-0.95,-1.96,1
 0.29, 0.36,1
-0.27, 0.55,1
-0.84,-1.65,1
-1.64,-2.00,1
 0.27, 0.31,1
 0.36,-0.80,1
-1.78,-0.57,1
-1.69,-1.51,1
 1.39,-0.49,1
-0.20,-1.34,1
 0.06,-1.94,1
 0.60,-0.38,1
-0.08, 0.08,1
 0.97, 0.37,1
 1.79, 0.64,1
-1.04, 1.86,1
 1.12, 0.19,1
 0.14,-1.82,1
 0.38,-0.94,1
-1.47,-1.36,1
 0.78,-1.99,1
 1.13,-1.65,1
 1.45, 1.97,1
-1.89, 0.04,1
 0.37,-1.54,1
-0.68,-1.50,1
 0.64, 1.43,1
 0.12, 1.69,1
-0.82, 0.34,1
-1.39,-1.63,1
-1.40, 0.50,1
 0.01, 0.55,1
-0.07, 1.39,1
 1.38, 1.64,1
-1.67,-1.68,1
-0.42, 1.50,1
-0.64,-0.27,1
-1.52, 1.30,1
 1.96, 1.04,1
-1.49, 1.50,1
-0.27,-0.12,1
-0.19, 1.31,1
-1.58,-0.25,1
-1.49, 1.19,1
 0.04, 0.40,1
 1.30,-1.98,1
 0.08, 1.20,1
-1.43, 1.81,1
-0.29,-0.55,1
-0.86,-1.98,1
 1.84, 0.10,1
 1.59,-0.15,1
 1.87,-0.27,1
 1.61,-1.35,1
-1.94, 0.91,1
-1.64, 0.69,1
-0.07,-1.65,1
 0.25, 1.22,1
-1.59, 0.74,1
 0.47, 0.71,1
-1.55, 0.77,1
-1.92, 1.62,1
-0.72,-0.18,1
 1.75, 0.56,1
 0.18,-1.45,1
 1.57,-1.79,1
 1.80, 0.11,1
-1.46, 1.84,1
 1.23, 1.85,1
-0.40,-1.77,1
 1.91,-0.93,1
-1.80,-0.77,1
-1.87,-1.92,1
 1.96, 0.16,1
-0.81, 1.81,1
 1.41, 0.59,1
 1.34, 0.53,1
-1.48,-1.98,1
-0.07,-0.26,1
 0.61, 1.37,1
 0.36,-1.23,1
 1.50, 1.92,1
-1.99,-1.23,1
-1.50,-1.65,1
 0.76,-0.49,1
-0.56,-0.62,1
 0.17,-0.01,1
-0.17, 1.98,1
 0.68, 0.33,1
-1.31, 1.93,1
-1.42,-1.29,1
-1.98,-0.68,1
 1.82, 1.18,1
-1.81,-1.72,1
-1.89, 0.72,1
 0.34, 0.72,1
 0.37,-0.72,1
-0.39, 1.37,1
 0.02, 1.56,1
-0.86, 1.50,1
-1.98, 0.12,1
 1.76, 0.61,1
-0.45, 0.58,1
 0.27, 0.38,1
-0.14,-0.08,1
 0.68,-1.48,1
-0.58,-1.92,1
 1.61,-0.28,1
-1.56,-1.41,1
-1.88,-1.32,1
 0.68,-1.41,1
-0.87, 0.02,1
-0.28,-1.00,1
-1.98, 0.48,1
-0.81,-0.22,1
 0.84,-0.03,1
-0.03,-0.70,1
-0.24,-0.37,1
-1.56, 1.37,1
 1.34, 0.46,1
-1.71, 1.26,1
 0.19,-0.49,1
 1.01,-0.09,1
 0.28, 1.83,1
-1.87,-0.79,1
 1.79, 1.34,1
 1.85,-0.56,1
-0.07, 0.90,1
-1.77,-1.64,1
-1.19, 2.00,1
-1.25, 1.49,1
-0.08, 0.38,1
 1.86, 0.41,1
-0.90, 0.34,1
-0.56, 1.67,1
-1.89,-0.82,1
-1.55,-0.07,1
 0.49, 0.87,1
-1.24,-1.52,1
 0.17,-0.10,1
 1.01,-0.27,1
 0.19,-1.37,1
-0.06,-1.96,1
-0.14,-1.29,1
 0.62, 1.52,1
-1.93, 1.62,1
-0.00,-1.96,1
 1.03,-0.47,1
 1.74,-0.30,1
-0.71, 1.78,1
 1.95,-0.17,1
 0.10, 1.74,1
 0.57,-0.56,1
-1.61,-1.64,1
 0.11,-1.70,1
-1.92, 0.20,1
-0.55, 1.62,1
-1.99, 0.11,1
-0.45,-0.73,1
 0.97, 0.16,1
 1.88,-1.98,1
 1.99, 0.31,1
-1.55,-0.39,1
-0.67,-0.57,1
-1.19, 0.28,1
 1.15, 0.02,1
-0.85, 0.10,1
-1.83, 0.64,1
 0.54, 0.16,1
 1.91,-1.80,1
 0.90,-1.59,1
-0.41, 1.45,1
-1.08,-1.63,1
 1.70,-1.53,1
 0.17, 1.84,1
-0.92,-0.14,1
-1.25,-0.15,1
 1.74, 1.13,1
 1.03,-0.32,1
 1.50, 1.99,1
 1.79,-0.63,1
 0.21,-0.16,1
-1.03,-1.72,1
 1.81, 1.92,1
-0.60, 0.69,1
 1.78, 0.67,1
-1.75,-1.76,1
 1.62,-1.03,1
-1.52, 0.56,1
 0.76, 0.49,1
-1.92, 0.34,1
 1.30,-1.53,1
 0.91, 0.25,1
-0.92,-0.00,1
-1.40, 0.25,1
-1.92, 1.86,1
-0.10, 1.05,1
 0.42,-1.37,1
 0.50, 0.30,1
-0.28,-0.90,1
-1.59,-0.31,1
-1.94, 0.13,1
 1.89,-1.45,1
-1.94, 1.24,1
 1.47,-1.80,1
 1.93, 1.35,1
 0.05, 1.04,1
 0.21,-0.65,1
-1.80, 1.33,1
-1.69,-0.48,1
 1.29, 0.04,1
-0.07, 1.87,1
-0.02, 1.50,1
 0.83, 1.74,1
 1.06, 1.90,1
-0.29, 0.05,1
-0.95,-1.69,1
 0.34,-1.84,1
-1.82, 0.47,1
-1.52, 1.39,1
 0.62,-1.65,1
-1.53, 1.10,1
 0.08,-1.21,1
 1.68,-0.41,1
-1.67,-1.55,1
 0.20,-1.51,1
-0.15, 1.13,1
-1.04, 0.16,1
-0.85, 1.91,1
-1.05, 0.19,1
-1.79,-0.23,1
 1.47, 0.74,1
 0.41,-0.16,1
 0.49,-1.24,1
-0.23, 0.62,1
-1.30,-1.65,1
 1.55,-0.38,1
 1.32,-1.61,1
-1.68, 1.37,1
-0.00,-0.18,1
-1.99, 0.54,1
 0.39,-0.19,1
-0.61, 0.28,1
 1.37, 0.15,1
 0.30, 0.72,1
 1.50, 1.50,1
-0.14,-0.43,1
 0.20, 0.76,1
 0.52,-1.40,1
 0.77, 0.00,1
-0.08, 1.46,1
-1.96, 0.62,1
 1.55,-1.66,1
-1.69, 1.86,1
-1.87,-0.20,1
 1.78,-1.44,1
 1.57,-1.41,1
-1.22,-0.40,1
 1.96, 1.30,1
 0.31,-1.84,1
-0.32,-1.30,1
-1.62,-0.09,1
 1.35, 1.73,1
-1.95, 1.14,1
 1.55, 0.22,1
 1.08,-0.16,1
-0.59, 0.67,1
 1.81,-0.82,1
 0.40, 0.61,1
-1.17,-0.31,1
-1.81, 1.20,1
-0.95, 1.86,1
 0.16,-0.93,1
-1.45,-1.44,1
 1.31,-0.18,1
 1.96, 2.00,1
 0.57, 0.28,1
 1.16, 1.92,1
-1.26,-1.65,1
-1.93,-1.06,1
 1.44,-0.03,1
 0.59, 1.70,1
-1.71,-0.55,1
 0.30, 1.22,1
 0.56, 0.74,1
-0.98,-0.26,1
-1.82,-1.25,1
-1.62,-1.57,1
-1.48,-1.22,1
 1.13,-0.32,1
-1.31, 1.60,1
 0.20, 0.55,1
 0.06, 1.54,1
-0.90, 0.28,1
 1.65,-1.57,1
-0.44, 0.87,1
-0.55,-1.60,1
-0.66,-1.96,1
 1.68,-1.60,1
-0.26, 0.51,1
-1.91,-1.06,1
 0.85,-0.24,1
-1.52, 1.88,1
-1.67,-1.28,1
-1.89, 0.57,1
-1.00, 1.52,1
 0.45, 0.41,1
-0.63, 0.34,1
 1.84, 1.60,1
 0.08,-1.11,1
 0.44,-1.99,1
 1.88, 0.10,1
-0.41, 0.40,1
-0.12, 0.33,1
 1.47, 0.15,1
 0.20, 0.60,1
-0.64, 1.55,1
-1.74,-1.90,1
 0.88, 1.96,1
 0.17, 1.80,1
-1.59,-1.71,1
-0.46,-1.48,1
-1.11, 1.79,1
-1.89,-0.59,1
 0.40, 1.63,1
-0.89,-1.67,1
-1.55,-1.19,1
-1.39,-0.65,1
 0.36, 1.26,1
-0.06,-1.02,1
-1.84,-0.48,1
-0.56, 0.30,1
-1.26,-0.46,1
 0.09, 0.57,1
-0.37,-0.69,1
 0.96, 1.98,1
 1.65, 1.70,1
-1.89, 0.09,1
-1.62, 1.78,1
-0.57, 1.83,1
-1.95,-0.32,1
-0.22, 0.92,1
 0.37, 1.54,1
 1.92,-0.76,1
 0.29, 0.71,1
-1.38,-1.89,1
-1.11, 0.18,1
-0.21, 0.34,1
 1.59, 1.98,1
-0.03,-1.61,1
 0.19, 0.90,1
-1.73, 1.02,1
-0.12,-0.79,1
-0.38,-0.34,1
-1.20, 0.06,1
-0.40, 0.09,1
 0.02,-1.08,1
 0.94,-1.70,1
-0.71,-1.53,1
-1.37, 0.25,1
-1.95, 1.58,1
-1.84, 1.67,1
-0.24,-1.84,1
-0.26, 1.05,1
-1.60,-0.38,1
 0.14,-0.47,1
 1.34,-0.49,1
 1.86,-0.59,1
 0.57, 0.33,1
 1.06,-0.45,1
 0.34,-0.42,1
-1.28,-1.61,1
 1.95, 0.41,1
-0.15,-1.26,1
-1.66, 1.68,1
-0.01, 1.37,1
 0.86, 1.93,1
 0.12, 0.95,1
 1.48,-1.60,1
-0.42,-1.06,1
 0.95,-0.41,1
-1.57, 0.28,1
 0.95,-1.91,1
 0.77, 1.72,1
 0.50,-1.62,1
-1.03, 1.93,1
-1.88,-1.23,1
 1.91,-0.14,1
 1.74, 0.44,1
-1.54, 1.14,1
-0.49, 0.82,1
-0.18, 1.15,1
 0.69, 1.80,1
-0.03,-0.48,1
 0.13, 0.51,1
-1.76,-1.81,1
 1.92,-1.93,1
-0.64, 0.59,1
-0.54, 0.79,1
-1.66,-0.80,1
-0.88,-1.95,1
 0.05, 0.48,1
 1.16, 1.74,1
-1.93,-0.00,1
-0.27, 0.55,1
 0.66, 0.42,1
-1.52, 0.05,1
-0.85,-0.49,1
 0.19, 1.28,1
-1.02,-1.71,1
-1.74, 1.79,1
-1.80,-1.94,1
 1.86,-0.70,1
 1.26,-0.23,1
-1.21, 1.47,1
 0.34,-0.17,1
-1.83,-1.89,1
 0.37,-1.85,1
 1.95, 0.81,1
 1.11, 0.47,1
 1.45, 0.28,1
-1.93, 0.09,1
-0.40, 0.73,1
 1.54,-0.36,1
-1.60, 1.25,1
 1.42,-0.48,1
-0.08,-0.90,1
 1.56,-0.68,1
-1.49,-0.48,1
 1.70, 0.44,1
-0.52, 1.43,1
 0.43,-1.77,1
 1.69,-1.63,1
-0.38,-1.82,1
-1.78, 1.34,1
 0.33, 1.37,1
-0.75, 1.91,1
-0.44,-0.44,1
-0.09,-1.84,1
 1.78,-1.84,1
 1.25,-0.13,1
 0.93, 1.59,1
-0.69, 0.10,1
 0.38, 1.13,1
-1.81,-0.90,1
-0.84, 1.66,1
 0.03, 1.02,1
-1.30, 0.35,1
 1.70,-0.54,1
-1.99, 1.30,1
 1.83,-0.26,1
-1.53, 0.46,1
 1.08,-1.71,1
 0.45,-0.92,1
-0.53,-1.56,1
-1.99, 1.50,1
 1.42, 1.60,1
-1.51,-1.99,1
 0.55, 1.61,1
 0.07, 1.51,1
 1.01, 1.92,1
-1.78, 1.98,1
 1.43,-0.71,1
-1.39,-1.41,1
 0.44,-0.72,1
 1.17, 0.04,1
 0.26,-0.62,1
 0.64, 1.48,1
-0.35, 1.36,1
-1.81,-1.80,1
 1.93, 1.87,1
-1.83, 1.17,1
 0.12,-0.40,1
 0.36, 0.36,1
 0.66,-1.43,1
 0.33,-1.20,1
-0.17,-1.50,1
-1.88, 0.21,1
-0.95, 1.87,1
-0.15,-0.56,1
-1.56, 1.59,1
 0.68, 0.41,1
 1.60, 0.47,1
-0.24, 0.36,1
 0.13, 0.11,1
-0.04,-0.07,1
 1.90, 1.35,1
-1.21, 0.02,1
-0.28,-0.27,1
 1.90,-1.17,1
-0.11,-0.13,1
 0.40,-1.01,1
 1.84, 0.45,1
-0.93,-0.42,1
-0.87,-1.81,1
 1.22,-1.57,1
 1.68, 0.34,1
-0.53, 0.25,1
 0.04,-1.60,1
-0.06,-1.67,1
-0.12,-1.09,1
 0.45,-0.17,1
-0.06, 0.79,1
-0.28,-1.38,1
 1.56,-0.52,1
-1.21,-0.53,1
 0.50,-1.48,1
 0.37,-1.23,1
-1.64, 0.15,1
 1.68,-0.46,1
 0.43,-0.68,1
-1.72, 0.19,1
 0.42,-1.12,1
-1.90,-0.37,1
-0.58,-1.75,1
 0.21,-1.30,1
-0.75, 0.06,1
 0.30, 0.26,1
 1.96,-0.81,1
-1.80, 0.89,1
-0.73,-0.36,1
 0.23, 1.61,1
 1.55, 0.60,1
 1.42,-1.36,1
-0.16,-0.23,1
-1.77, 1.75,1
-1.54,-1.24,1
 0.34,-0.97,1
-1.36,-0.56,1
 1.17,-1.68,1
 0.43, 1.15,1
-0.65, 1.60,1
 0.39,-1.91,1
-0.28,-0.31,1
-0.67, 1.49,1
-1.77, 1.75,1
 0.57,-0.12,1
-0.82,-0.31,1
-0.26, 0.29,1
 1.35,-0.30,1
 0.78, 0.54,1
 0.22, 1.64,1
-1.50,-1.75,1
-0.10, 1.13,1
-1.35,-0.43,1
 1.01,-1.55,1
 1.57, 1.06,1
-1.35,-1.81,1
-0.43, 0.90,1
-1.38, 1.37,1
 1.04,-0.17,1
 0.79,-1.71,1
-1.85,-0.68,1
-0.75,-1.59,1
 1.15,-0.40,1
 0.14, 1.30,1
-1.34, 0.27,1
 0.72, 0.18,1
 1.06,-0.03,1
 1.10, 1.92,1
 0.26,-0.24,1
 0.48, 1.84,1
-1.33,-1.94,1
 1.67, 0.66,1
 0.28,-0.62,1
-1.84, 1.59,1
 0.42,-0.18,1
-1.69,-0.80,1
 1.03,-0.00,1
-1.57, 1.30,1
-1.05,-1.50,1
-1.56, 0.31,1
-1.66, 1.29,1
 0.48,-0.27,1
 0.37,-0.55,1
-0.34,-0.38,1
 1.61, 1.82,1
 0.00, 0.28,1
-1.68, 1.48,1
 0.61, 1.47,1
-0.35, 1.72,1
 1.59,-0.92,1
 0.20, 1.07,1
-0.35, 0.67,1
 1.74, 1.35,1
 1.93, 1.25,1
-0.84, 0.41,1
 1.47, 1.63,1
 0.77, 1.47,1
-0.39,-1.67,1
 1.29, 0.20,1
-1.23,-1.51,1
 0.37, 0.39,1
-1.23,-1.66,1
-1.79, 0.20,1
 0.13, 0.33,1
-0.19,-1.89,1
-1.09, 0.07,1
-1.03,-1.69,1
 0.22, 1.44,1
 0.91, 1.83,1
-1.47,-0.51,1
 0.10, 1.85,1
 1.48,-0.16,1
-0.56,-0.54,1
-1.30, 1.44,1
 0.02,-0.55,1
-1.92,-0.56,1
 1.77,-0.42,1
 0.40, 1.22,1
 1.06,-1.52,1
-0.72,-0.44,1
-1.69,-0.96,1
 0.57,-0.55,1
-1.96, 1.28,1
 0.28, 1.48,1
 0.40,-0.88,1
 0.15, 1.76,1
-1.53,-1.35,1
-0.72, 1.96,1
-0.00,-0.02,1
-1.39,-0.55,1
-0.96, 1.86,1
 0.39, 1.58,1
 0.80,-1.50,1
-0.63, 1.72,1
-0.74, 1.80,1
-0.69,-1.71,1
-0.37, 0.26,1
-1.23, 1.57,1
-0.04,-1.73,1
-0.32, 0.41,1
-1.38,-1.46,1
 1.44, 1.27,1
-1.67,-0.87,1
-1.88, 1.64,1
-0.41,-0.62,1
 0.05,-0.22,1
-0.62,-1.56,1
-0.37, 1.53,1
-1.88, 1.97,1
 0.08,-0.46,1
 0.45, 1.85,1
-0.62,-1.90,1
 1.60, 1.76,1
-1.44,-1.85,1
 0.02, 1.76,1
-1.86, 0.02,1
 1.82,-1.38,1
 1.52, 1.71,1
 1.60, 1.12,1
-1.92,-1.77,1
-1.34,-0.39,1
 0.79, 1.62,1
 0.78, 0.30,1
-1.94,-0.97,1
-1.91, 0.07,1
 1.29, 0.46,1
-1.59, 1.81,1
-0.42,-0.02,1
-1.61,-0.46,1
 0.73, 0.28,1
-0.18,-1.08,1
-1.45,-1.45,1
 1.96,-0.85,1
-0.70,-0.49,1
 1.49, 0.02,1
 1.08, 0.23,1
 0.56,-0.60,1
-1.18, 0.07,1
-0.59,-1.49,1
 1.15,-1.75,1
-0.32, 0.97,1
-0.32,-1.17,1
-1.78, 1.61,1
 0.41,-0.23,1
 0.46,-0.69,1
 1.21, 1.81,1
 1.29, 0.51,1
 0.41, 1.90,1
-1.56, 0.68,1
 1.61,-0.28,1
 1.96,-0.70,1
-1.28,-0.08,1
-1.99,-0.65,1
 1.87, 1.89,1
 0.02,-0.14,1
-0.42,-1.41,1
 0.56, 0.62,1
-1.91,-0.77,1
-1.08, 0.45,1
 0.36,-1.95,1
-1.89, 0.87,1
 1.45,-0.09,1
 0.28, 0.77,1
-1.89,-1.99,1
 0.96, 1.79,1
-0.50,-1.57,1
-0.87, 1.86,1
-0.96,-1.81,1
 1.15, 1.76,1
 1.30,-1.85,1
-1.36, 0.45,1
-0.35,-1.36,1
-0.86,-0.23,1
-0.87,-1.67,1
 0.16, 0.05,1
 0.77,-0.31,1
-1.75,-1.87,1
 0.38,-1.11,1
-1.47,-0.75,1
 0.30, 1.46,1
-0.71, 1.98,1
-0.35,-0.74,1
 1.50, 1.36,1
-1.74,-1.97,1
-1.22,-0.14,1
-1.97,-1.80,1
-1.99, 1.19,1
-0.64,-1.50,1
 1.55,-1.17,1
-0.35,-1.59,1
 0.07,-1.58,1
 0.19,-0.46,1
-1.47, 0.32,1
 0.36, 1.55,1
 1.12,-1.60,1
-0.88,-0.16,1
 0.12, 1.91,1
 0.26,-1.22,1
 1.75,-1.07,1
-1.45, 0.14,1
 1.80, 1.11,1
 0.27,-1.13,1
-1.76,-0.15,1
 0.07,-1.73,1
-1.86, 0.21,1
-1.18,-0.04,1
 1.94,-0.00,1
 1.58,-1.73,1
 0.25, 1.23,1
-1.54, 1.25,1
 0.38, 0.15,1
-1.50,-1.09,1
-1.72, 0.79,1
 1.51,-0.51,1
 1.99,-1.06,1
 0.63, 1.86,1
 1.68,-0.21,1
-1.69,-1.09,1
-0.65,-1.51,1
-0.37, 0.26,1
-0.29, 0.01,1
 1.89,-0.28,1
-0.35, 1.59,1
 1.99, 1.96,1
 0.14, 1.06,1
 1.96, 1.25,1
-0.74, 1.76,1
-1.97,-1.42,1
-1.89, 1.31,1
-1.47, 0.27,1
 0.38,-0.56,1
 0.13,-0.81,1
-1.27,-1.86,1
 0.04, 0.99,1
-1.30,-1.60,1
-0.01, 0.85,1
 0.53, 0.11,1
 1.79, 1.67,1
 1.98,-0.57,1
-0.79, 0.05,1
-0.23, 1.29,1
 1.99,-0.74,1
 0.30,-1.04,1
 0.47,-0.43,1
 1.20, 1.92,1
 0.21, 1.75,1
 0.46, 1.19,1
-0.31, 0.93,1
 1.67, 1.31,1
-0.73, 1.95,1
 1.30, 0.24,1
 1.58,-1.87,1
 0.65,-0.52,1
 1.75, 1.41,1
 1.82, 0.54,1
 0.37,-0.58,1
 0.62,-1.52,1
-0.12,-0.72,1
 0.73, 1.86,1
-0.32, 0.82,1
-1.56, 0.87,1
 0.49,-1.48,1
-1.89, 1.06,1
-1.15, 1.75,1
-0.25,-0.67,1
-0.57,-1.53,1
-0.46,-1.45,1
 1.80,-0.32,1
-1.46, 1.67,1
 0.17, 1.14,1
 0.24,-0.05,1
 1.04, 0.05,1
 0.73, 1.73,1
 1.82,-1.63,1
-0.17,-0.43,1
 0.71,-1.86,1
 0.79,-0.17,1
-0.46, 1.72,1
 0.75,-1.72,1
 0.31, 0.90,1
-1.05, 1.92,1
 1.63,-1.17,1
-0.07,-0.26,1
 1.83, 1.87,1
 1.33,-1.52,1
-1.85, 0.62,1
 0.17,-0.77,1
-1.16,-1.55,1
 1.27, 0.26,1
-0.09, 0.63,1
-1.31,-0.45,1
-1.64,-1.98,1
-0.55, 1.60,1
 0.41, 0.74,1
 0.21,-0.25,1
-1.26,-0.39,1
 0.93,-0.41,1
-1.54,-0.67,1
 1.95,-0.73,1
 0.43,-0.13,1
-0.08,-1.21,1
-0.88, 1.75,1
 1.68,-1.83,1
-0.12,-1.35,1
-0.46,-1.01,1
 0.77,-1.45,1
 1.87,-1.47,1
-1.74, 1.21,1
 0.12, 1.36,1
 0.08,-1.25,1
-1.72,-0.01,1
-0.42, 1.16,1
 1.25, 0.53,1
 0.59,-0.47,1
 1.93, 1.97,1
-1.97, 1.88,1
 0.56,-1.96,1
 1.86, 0.23,1
-1.98, 1.25,1
-0.24,-1.19,1
-1.41,-0.31,1
-0.36, 1.62,1
 0.38,-1.54,1
-0.30,-0.20,1
 0.44, 1.50,1
-0.62, 0.25,1
-0.06, 1.40,1
-1.93,-1.45,1
-1.33,-1.62,1
-0.90, 1.59,1
 1.98, 0.90,1
 1.02,-1.97,1
 0.37, 1.21,1
 0.35, 1.67,1
 0.72,-0.25,1
-1.53, 1.47,1
-0.59, 1.64,1
-1.92,-0.70,1
-0.41,-0.52,1
-1.90, 0.63,1
 1.58,-1.26,1
-0.22, 1.33,1
-0.10, 0.83,1
-1.51, 0.65,1
 1.55, 0.60,1
-1.55, 1.36,1
 0.79, 1.82,1
 0.60,-1.52,1
 0.36,-0.42,1
 1.80,-0.27,1
 1.13, 1.94,1
-0.99,-1.66,1
 1.13, 0.26,1
 1.41,-1.39,1
-0.59,-1.50,1
 1.71,-0.91,1
 1.44,-1.80,1
 0.76,-1.69,1
-0.12,-1.74,1
 1.46, 1.45,1
 1.77, 1.25,1
 1.64, 0.42,1
 0.26, 0.21,1
 1.50,-0.33,1
 0.23, 0.31,1
 1.81,-1.00,1
-1.04, 1.93,1
-0.72,-1.49,1
-0.38,-0.70,1
 1.36,-1.90,1
-0.97,-1.69,1
 0.04, 1.37,1
 0.82, 1.83,1
-0.90, 1.97,1
-0.70,-1.97,1
 1.18, 1.66,1
 0.13,-1.98,1
 0.28, 0.73,1
-1.65, 0.85,1
-1.01, 1.54,1
 0.23,-0.58,1
 0.76,-1.44,1
 1.17,-0.14,1
 1.38, 1.94,1
-0.08,-0.94,1
-0.45, 0.10,1
 1.36, 0.15,1
-0.01, 0.95,1
 0.60,-0.09,1
-1.26, 0.01,1
 1.20,-0.09,1
-0.34, 0.19,1
 0.09, 0.59,1
-1.16, 0.45,1
-1.94,-0.12,1
 0.52,-0.48,1
-0.61, 1.74,1
-1.51, 1.11,1
 0.28,-0.39,1
 1.02, 1.64,1
 1.16, 1.88,1
 1.98,-0.69,1
-1.52, 0.61,1
-0.25, 0.59,1
 0.40,-0.53,1
 0.73, 0.09,1
-0.24,-1.77,1
 1.79,-0.97,1
 0.71, 0.26,1
 0.47, 0.16,1
-1.24, 1.76,1
-1.08,-1.71,1
-1.70,-1.90,1
 1.98,-1.82,1
-1.53,-0.97,1
-0.29, 1.53,1
-1.80,-0.32,1
-0.40,-0.94,1
-1.77, 1.61,1
-0.56,-1.50,1
 0.21,-0.48,1
 1.34,-1.95,1
 0.87, 0.42,1
 1.86, 1.05,1
-0.25, 0.17,1
 0.86, 0.15,1
 0.34,-1.91,1
-0.71, 0.47,1
 1.55, 0.01,1
-1.45,-1.68,1
-0.32,-0.51,1
 1.48, 1.72,1
-1.64, 0.68,1
 0.67,-1.71,1
 1.80,-1.36,1
 1.59,-2.00,1
-0.18, 1.29,1
-0.48,-0.07,1
-0.58, 0.66,1
-1.53, 1.24,1
 0.25, 0.74,1
 1.28, 0.11,1
 0.45, 1.57,1
 0.50,-0.28,1
-1.32,-0.36,1
-0.17,-0.02,1
 1.53, 1.86,1
-0.74, 0.41,1
 1.26,-1.82,1
-0.10,-0.70,1
 1.70, 1.59,1
